0	1064.679451	103.6108005	1465.230166	1055.406581	854.469846	621.1659041	408.280999	270.1416173	406.2411455	366.2036917	617.4972807	917.4403239	1187.23407	896.5233186	1333.376761	2417.211535	898.2654504	900.1928492	1125.651166	1341.106919	1248.447954	1049.898719	1520.881009	1734.503924	1558.670445	1717.031099	1888.756865	2233.359948	2049.949124	2086.071132	2563.21472	1969.047992	1987.348087
1064.679451	0	962.7782672	1445.309942	1675.071115	1444.387202	1190.932224	1374.27336	991.1966422	1099.384947	728.8979208	826.6060692	1223.192231	1717.927411	1595.21374	1912.795204	3268.829918	402.2848682	266.1726911	169.126502	886.3805516	610.7551733	683.7438743	1658.998314	1527.473369	610.9603495	687.5660868	1213.344981	1630.497251	1602.880913	1949.973293	2902.258823	1229.780887	1275.688407
103.6108005	962.7782672	0	1446.820218	1068.912295	855.8862685	604.2446148	494.5866557	266.7588497	426.2512001	280.2932316	574.0972324	915.912277	1225.66781	950.5702198	1381.098344	2504.170556	811.8002962	805.2307758	1027.737049	1278.995028	1170.120501	983.2664418	1520.55333	1703.462731	1466.286525	1619.529779	1819.347011	2173.355807	2001.665113	2067.168092	2597.220907	1895.364716	1916.042449
1465.230166	1445.309942	1446.820218	0	2515.364373	2301.36722	2040.281037	1342.152517	1195.116835	1081.091277	1253.26211	892.8269716	571.716496	767.7325623	978.8255801	906.2530399	2306.422246	1060.720009	1206.667569	1314.309653	647.3065705	911.4065759	761.577574	266.4060315	328.4345888	1312.067029	1560.79552	976.5033356	1073.38994	769.9113939	620.9234311	1484.694104	1108.254367	1075.418123
1055.406581	1675.071115	1068.912295	2515.364373	0	235.1743308	508.6058378	1320.943326	1323.33389	1458.194634	1295.422059	1637.370198	1972.812645	2192.357741	1869.5023	2306.374218	3061.907934	1743.215093	1673.5	1815.911705	2293.006182	2120.776972	1992.806196	2575.617997	2769.201123	2282.803954	2347.200367	2791.034101	3178.006311	3041.983744	3135.954362	3558.081229	2842.829189	2875.874337
854.469846	1444.387202	855.8862685	2301.36722	235.1743308	0	274.8248343	1159.982508	1116.990947	1260.631528	1068.942171	1416.675351	1768.838584	2020.139894	1705.845136	2146.302014	2998.582655	1508.427806	1432.183301	1582.92092	2060.717676	1885.8505	1760.836587	2373.437852	2547.577947	2050.530696	2120.497625	2556.097183	2944.069187	2811.800692	2920.790517	3393.994582	2607.655113	2640.743982
621.1659041	1190.932224	604.2446148	2040.281037	508.6058378	274.8248343	0	974.4781673	870.3845961	1023.591495	798.3827626	1150.888578	1519.881813	1806.604941	1505.838551	1946.169019	2905.402224	1234.859799	1162.364739	1322.257074	1785.937803	1612.614948	1486.132968	2124.254531	2279.288597	1791.078854	1874.235066	2282.84563	2669.509303	2537.633227	2657.842817	3183.150553	2336.249108	2368.418204
408.280999	1374.27336	494.5866557	1342.152517	1320.943326	1159.982508	974.4781673	0	384.9879457	334.5821654	647.716115	689.481317	771.773932	873.7005951	548.6225087	987.2665636	2010.033483	1111.520911	1160.874838	1396.936741	1409.014691	1398.924844	1157.148993	1326.496543	1650.670698	1778.127637	1970.674387	1970.951432	2261.941401	2029.481643	1943.880337	2237.83631	2070.899921	2076.586689
270.1416173	991.1966422	266.7588497	1195.116835	1323.33389	1116.990947	870.3845961	384.9879457	0	167.6286189	272.7381718	366.01216	651.8724373	970.0287759	717.2543628	1134.125738	2335.166736	734.3517977	776.3945643	1012.314826	1103.703979	1047.722028	824.7509427	1256.582868	1466.155935	1404.085279	1589.439451	1660.829807	1988.393698	1791.870949	1815.985002	2335.793579	1749.693475	1762.759192
406.2411455	1099.384947	426.2512001	1081.091277	1458.194634	1260.631528	1023.591495	334.5821654	167.6286189	0	415.6213573	355.7823938	518.4091324	802.9224538	553.5982474	966.5918066	2191.898785	796.034677	863.7910983	1098.462381	1077.485518	1066.000686	822.5951877	1117.799722	1369.829696	1454.961984	1656.773473	1639.54824	1941.614041	1723.314133	1698.911621	2171.317513	1737.672733	1744.585074
366.2036917	728.8979208	280.2932316	1253.26211	1295.422059	1068.942171	798.3827626	647.716115	272.7381718	415.6213573	0	360.9620651	779.1676996	1181.648854	965.1583062	1359.326074	2604.500954	532.6145974	538.4586313	769.2107928	1011.574629	890.3270969	712.5043325	1366.562335	1481.327325	1193.159535	1357.784843	1543.659212	1905.668596	1749.131697	1865.576847	2517.584119	1616.994164	1638.987561
617.4972807	826.6060692	574.0972324	892.8269716	1637.370198	1416.675351	1150.888578	689.481317	366.01216	355.7823938	360.9620651	0	443.6320296	905.8486068	771.0354188	1097.178049	2445.130037	468.4127458	566.9892147	789.3333702	738.7154282	710.2618618	469.1052709	1010.376506	1131.830936	1107.457208	1319.035177	1297.991398	1622.570711	1432.456102	1507.487776	2189.66716	1390.668925	1401.126173
917.4403239	1223.192231	915.912277	571.716496	1972.812645	1768.838584	1519.881813	771.773932	651.8724373	518.4091324	779.1676996	443.6320296	0	502.7888798	510.0131803	698.8476322	2114.150088	827.3530033	957.0585028	1148.200929	780.5324713	906.1195298	652.7096243	604.7828669	879.9211703	1350.310194	1590.19899	1308.221459	1535.8293	1276.214529	1183.466147	1746.558127	1426.414703	1416.452445
1187.23407	1717.927411	1225.66781	767.7325623	2192.357741	2020.139894	1806.604941	873.7005951	970.0287759	802.9224538	1181.648854	905.8486068	502.7888798	0	333.9736114	196.1302184	1624.976439	1327.040737	1452.104407	1649.765541	1228.888072	1395.195078	1148.97636	600.9627433	1087.538831	1840.663235	2084.441728	1699.241795	1840.44724	1536.349413	1232.07274	1376.594641	1826.833033	1804.634824
896.5233186	1595.21374	950.5702198	978.8255801	1869.5023	1705.845136	1505.838551	548.6225087	717.2543628	553.5982474	965.1583062	771.0354188	510.0131803	333.9736114	0	441.0094888	1674.200937	1234.409833	1337.929406	1558.5971	1289.692018	1392.376971	1132.69287	877.3778572	1307.17266	1828.842009	2059.141189	1815.649411	2019.707879	1738.37783	1516.845338	1689.395119	1935.364111	1923.742128
1333.376761	1912.795204	1381.098344	906.2530399	2306.374218	2146.302014	1946.169019	987.2665636	1134.125738	966.5918066	1359.326074	1097.178049	698.8476322	196.1302184	441.0094888	0	1438.591772	1522.901829	1647.169891	1845.833609	1411.63834	1587.160877	1343.137516	699.4344483	1211.342246	2032.391551	2277.212468	1862.867714	1976.515721	1663.203015	1297.90553	1251.934383	1992.22728	1966.569076
2417.211535	3268.829918	2504.170556	2306.422246	3061.907934	2998.582655	2905.402224	2010.033483	2335.166736	2191.898785	2604.500954	2445.130037	2114.150088	1624.976439	1674.200937	1438.591772	0	2905.652629	3012.094968	3230.867612	2850.200786	3017.877652	2766.838219	2058.394262	2571.236596	3463.170934	3704.331579	3281.700436	3335.923553	3009.488149	2506.936752	1602.930234	3412.954332	3381.74377
898.2654504	402.2848682	811.8002962	1060.720009	1743.215093	1508.427806	1234.859799	1111.520911	734.3517977	796.034677	532.6145974	468.4127458	827.3530033	1327.040737	1234.409833	1522.901829	2905.652629	0	146.1036305	325.6057442	580.9425573	378.0437576	312.1905973	1262.670387	1182.813836	670.0459577	860.9638142	1048.057474	1438.62043	1339.400464	1601.980131	2502.884441	1106.109454	1135.238891
